Category ID;Active (0/1);Name *;Parent category;Root category (0/1);Description;Meta title;Meta description;URL rewritten;Image URL
341;1;Pinzas de disco;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=199&field=image_512
342;1;V-Brake;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=53&field=image_512
343;1;Zapatas;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=71&field=image_512
344;1;Cantilever;343;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=361&field=image_512
345;1;Carretera;343;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=364&field=image_512
346;1;Tipo antiguo;343;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=363&field=image_512
347;1;V-brake;343;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=362&field=image_512
348;1;Manetas;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=54&field=image_512
349;1;Recambios;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=51&field=image_512
350;1;Curvas V-brake;349;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=472&field=image_512
351;1;Frenos Hidraulicos;349;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=473&field=image_512
352;1;Gomas V-brake;349;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=476&field=image_512
353;1;Perchas de freno;349;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=474&field=image_512
354;1;Prisionero y otros;349;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=478&field=image_512
355;1;Tensores;349;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=475&field=image_512
356;1;Horquillas;226;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=4&field=image_512
357;1;"16""";356;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=203&field=image_512
358;1;"18""";356;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=204&field=image_512
359;1;"20""";356;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=201&field=image_512
360;1;"24""";356;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=202&field=image_512
361;1;"26""";356;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=205&field=image_512
362;1;27,5;356;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=348&field=image_512
363;1;"28""";356;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=206&field=image_512
364;1;"29""";356;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=349&field=image_512
365;1;Accesorios;356;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=207&field=image_512
366;1;Manillares;226;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=208&field=image_512
367;1;Adaptadores;366;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=481&field=image_512
368;1;Bmx;366;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=211&field=image_512
369;1;CTB;366;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=212&field=image_512
370;1;;366;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=214&field=image_512
